code_site,libelle_site,code_station,libelle_station,type_station,coordonnee_x_station,coordonnee_y_station,code_projection,longitude_station,latitude_station,influence_locale_station,commentaire_station,altitude_ref_alti_station,code_systeme_alti_site,code_commune_station,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,descriptif_station,date_maj_station,date_ouverture_station,date_fermeture_station,commentaire_influence_locale_station,code_regime_station,qualification_donnees_station,code_finalite_station,type_contexte_loi_stat_station,type_loi_station,date_debut_ref_alti_station,date_activation_ref_alti_station,date_maj_ref_alti_station,libelle_departement,en_service,geometry.type,geometry.crs.type,geometry.crs.properties.name,geometry.coordinates1,geometry.coordinates2
K0134010,La Laussonne à Lantriac,K013401001,La Laussonne à Lantriac - Pont de Moulines,LIMNI,776897.0,6430044.0,26,3.975279371,44.965336908,2.0,,749620.0,3.0,43113,LANTRIAC,43,84,AUVERGNE-RHONE-ALPES,K0134000,la Laussonne,http://id.eaufrance.fr/CEA/K0134000,,2021-05-26T00:00:00Z,2011-01-01T00:00:00Z,,,1,16,,1.0,1.0,2011-01-01T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.97527937094241,44.9653369082086
K0214010,La Gagne à Saint-Germain-Laprade,K021401001,La Gagne à Saint-Germain-Laprade - Les Pandraux,LIMNI,777234.0,6435320.0,26,3.980383845,45.012799309,1.0,,657120.0,3.0,43190,SAINT-GERMAIN-LAPRADE,43,84,AUVERGNE-RHONE-ALPES,K0214000,la Gagne,http://id.eaufrance.fr/CEA/K0214000,,2023-08-18T00:00:00Z,1996-11-01T00:00:00Z,,,1,20,12.0,1.0,1.0,1996-11-01T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.98038384470252,45.0127993087602
K0220010,La Loire à Brives-Charensac [Ancienne],K022001001,La Loire à Brives-Charensac [Ancienne],LIMNI,773142.0,6438425.0,26,3.928909862,45.04119953,3.0,,601000.0,3.0,43041,BRIVES-CHARENSAC,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-05-26T00:00:00Z,1953-01-01T00:00:00Z,1998-01-01T00:00:00Z,,1,20,12.0,1.0,1.0,1953-01-01T00:00:00Z,2013-11-18T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.92890986238668,45.0411995298017
K0243010,La Borne à Saint-Paulien,K024301001,La Borne à Saint-Paulien - La Rochelambert,LIMNI,762428.0,6447090.0,26,3.793957524,45.120266443,1.0,,756560.0,3.0,43216,SAINT-PAULIEN,43,84,AUVERGNE-RHONE-ALPES,K02-0300,la Borne,http://id.eaufrance.fr/CEA/K02-0300,,2023-06-21T00:00:00Z,2003-08-31T00:00:00Z,,,1,20,12.0,1.0,1.0,2003-10-01T00:00:00Z,2021-08-23T00:00:00Z,2021-08-23T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.79395752354362,45.1202664427235
K0248810,[La Musette] à Loudes,K024881001,[La Musette] à Loudes - Vendos - Ancienne,LIMNI,760298.0,6444305.0,26,3.766526153,45.095381025,2.0,,769270.0,3.0,43124,LOUDES,43,84,AUVERGNE-RHONE-ALPES,K0248000,,http://id.eaufrance.fr/CEA/K0248000,,2021-08-17T00:00:00Z,1997-12-01T00:00:00Z,2014-04-24T00:00:00Z,,1,20,12.0,1.0,1.0,1997-12-01T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.76652615334566,45.0953810254493
K0253010,La Borne à Chadrac [Ancienne],K025301001,La Borne à Chadrac [Ancienne],LIMNI,771323.0,6440120.0,26,3.906057452,45.056650348,1.0,,,,43046,CHADRAC,43,84,AUVERGNE-RHONE-ALPES,K02-0300,la Borne,http://id.eaufrance.fr/CEA/K02-0300,,2021-05-26T00:00:00Z,1919-01-01T00:00:00Z,1984-01-01T00:00:00Z,,1,20,12.0,1.0,1.0,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.90605745209805,45.0566503482249
K0253020,La Borne à Aiguilhe et à Espaly-Saint-Marcel,K025302001,La Borne à Espaly-Saint-Marcel - Ancienne,LIMNI,768041.0,6439267.0,26,3.864249115,45.049301775,1.0,,,,43089,ESPALY-SAINT-MARCEL,43,84,AUVERGNE-RHONE-ALPES,K02-0300,la Borne,http://id.eaufrance.fr/CEA/K02-0300,,2021-08-17T00:00:00Z,1900-01-01T00:00:00Z,2013-01-01T00:00:00Z,,1,20,12.0,1.0,1.0,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.86424911458941,45.0493017754117
K0253020,La Borne à Aiguilhe et à Espaly-Saint-Marcel,K025302002,La Borne à Aiguilhe,LIMNI,769904.0,6439385.0,26,3.887927616,45.05017806,1.0,,623060.0,3.0,43002,AIGUILHE,43,84,AUVERGNE-RHONE-ALPES,K02-0300,la Borne,http://id.eaufrance.fr/CEA/K02-0300,,2021-08-16T00:00:00Z,2013-02-19T00:00:00Z,,,1,16,124.0,1.0,1.0,2013-02-19T00:00:00Z,2017-11-23T00:00:00Z,2018-04-20T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.8879276159474,45.0501780604746
K0258010,Le Dolaizon à Vals-près-le-Puy,K025801001,Le Dolaizon à Vals-près-le-Puy - Les Vigneaux,LIMNI,767932.0,6436481.0,26,3.86247821,45.024229317,1.0,,680190.0,3.0,43251,VALS-PRES-LE-PUY,43,84,AUVERGNE-RHONE-ALPES,K0258000,le Dolaizon,http://id.eaufrance.fr/CEA/K0258000,,2023-06-21T00:00:00Z,2001-04-01T00:00:00Z,,,1,20,2.0,1.0,1.0,2001-04-01T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.86247821021565,45.0242293166604
K0260010,La Loire à Chadrac,K026001001,La Loire à Chadrac - Ancienne,LIMNI,771224.0,6441380.0,26,3.904983349,45.068004735,3.0,Station détruite par la crue de novembre 1996 et reconstruite au pont du Monteil.,589000.0,3.0,43046,CHADRAC,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-05-26T00:00:00Z,1921-01-01T00:00:00Z,1996-11-13T00:00:00Z,,1,20,12.0,1.0,1.0,1921-01-01T00:00:00Z,2013-11-18T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.90498334931871,45.0680047350652
K0260010,La Loire à Chadrac,K026001002,La Loire à Chadrac - Pont du Monteil,LIMNI,770977.0,6441378.0,26,3.901844912,45.068012172,2.0,Remplace l'ancienne station emportée lors de la crue de novembre 1996.,589500.0,3.0,43046,CHADRAC,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-05-26T00:00:00Z,1998-01-01T00:00:00Z,,Gestion de Montpezat.,1,16,2.0,1.0,1.0,1998-01-01T00:00:00Z,2013-11-18T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.90184491162539,45.0680121723896
K0274010,La Sumène à Blavozy,K027401001,La Sumène à Blavozy - Ancienne,LIMNI,775768.0,6440265.0,26,3.96254189,45.05748228,1.0,Remplacée par K0274020 Blavozy (bourg).,,,43032,BLAVOZY,43,84,AUVERGNE-RHONE-ALPES,K0274000,la Sumène,http://id.eaufrance.fr/CEA/K0274000,,2021-05-26T00:00:00Z,1997-12-01T00:00:00Z,2011-10-21T00:00:00Z,,1,20,12.0,1.0,1.0,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.96254188961093,45.0574822798048
K0274010,La Sumène à Blavozy,K027401002,La Sumène à Blavozy - Le Bourg,LIMNI,777221.0,6440092.0,26,3.980971335,45.055763727,2.0,,677730.0,3.0,43032,BLAVOZY,43,84,AUVERGNE-RHONE-ALPES,K0274000,la Sumène,http://id.eaufrance.fr/CEA/K0274000,,2023-06-21T00:00:00Z,2011-03-15T00:00:00Z,,,1,20,12.0,1.0,2.0,2011-06-01T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.98097133484317,45.0557637274827
K0320001,L'Arzon à Chomelix,K032000101,L'Arzon à Chomelix,LIMNI,764733.0,6463226.0,26,3.825415467,45.265337423,,,,,43071,CHOMELIX,43,84,AUVERGNE-RHONE-ALPES,K03-0300,l'Arzon,http://id.eaufrance.fr/CEA/K03-0300,,2021-05-26T00:00:00Z,1969-11-01T00:00:00Z,1986-01-01T00:00:00Z,,1,16,,1.0,0.0,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.82541546718657,45.2653374226126
K0333010,L'Arzon à Vorey,K033301001,L'Arzon à Vorey - Pont Eytravazet,LIMNI,769052.0,6456733.0,26,3.879560763,45.20645629,2.0,,573330.0,3.0,43267,VOREY,43,84,AUVERGNE-RHONE-ALPES,K03-0300,l'Arzon,http://id.eaufrance.fr/CEA/K03-0300,,2021-05-26T00:00:00Z,1997-12-01T00:00:00Z,,,1,20,2.0,1.0,1.0,1997-12-01T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.8795607633195,45.2064562896102
K0340001,La Loire à Vorey,K034000101,La Loire à Vorey - Le Chambon de Vorey,LIMNI,773286.0,6456428.0,26,3.933441205,45.20327253,0.0,,,,43267,VOREY,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-08-16T00:00:00Z,2016-06-01T00:00:00Z,,,1,16,2.0,,,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.9334412045751,45.2032725304188
K0356310,Le Ramel à Beaux,K035631001,Le Ramel à Beaux - Malataverne,LIMNI,784477.0,6452891.0,26,4.075350628,45.170145652,1.0,,693740.0,3.0,43024,BEAUX,43,84,AUVERGNE-RHONE-ALPES,K0356300,le Ramel,http://id.eaufrance.fr/CEA/K0356300,,2021-05-26T00:00:00Z,2010-03-15T00:00:00Z,,,1,20,12.0,1.0,1.0,2010-03-15T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.0753506280513,45.1701456519909
K0403010,Le Lignon au Chambon-sur-Lignon,K040301001,Le Lignon au Chambon-sur-Lignon,LIMNI,802402.0,6440678.0,26,4.300928202,45.057763535,1.0,,923000.0,2.0,43051,CHAMBON-SUR-LIGNON,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2021-05-26T00:00:00Z,1921-01-01T00:00:00Z,,,1,20,12.0,1.0,1.0,1921-01-01T00:00:00Z,2013-11-18T00:00:00Z,2017-11-23T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.30092820170414,45.0577635348194
K0403020,Le Lignon aux Vastres,K040302001,Le Lignon aux Vastres - Ancienne,LIMNI,797876.0,6433130.0,26,4.241930971,44.990467753,,Changement de code : l'ancien code K0403020 est celui de Chambon sur Lignon 2.,,,43253,VASTRES,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2022-06-03T00:00:00Z,1998-02-01T00:00:00Z,2008-09-02T00:00:00Z,,1,20,,1.0,1.0,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.2419309708128,44.9904677526083
K0403020,Le Lignon aux Vastres,K040302002,Le Lignon aux Vastres - Pont Marie,LIMNI,797876.0,6433130.0,26,4.241930971,44.990467753,1.0,,1074760.0,3.0,43253,VASTRES,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2024-02-21T00:00:00Z,2008-09-02T00:00:00Z,,,1,20,,1.0,0.0,2008-09-02T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.2419309708128,44.9904677526083
K0403032,Le Lignon à Tence,K040303201,Le Lignon à Tence,LIMNI,800221.0,6449803.0,26,4.275097172,45.140234243,0.0,,,,43244,TENCE,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2021-05-26T00:00:00Z,2016-07-22T00:00:00Z,2016-07-22T00:00:00Z,,1,16,,,,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.27509717222956,45.1402342432352
K0410310,Le Lignon à Tence,K041031001,Le Lignon à Tence - Seuil levée Morin,LIMNI,800231.0,6449798.0,26,4.275223351,45.140187775,1.0,,,,43244,TENCE,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2024-02-21T00:00:00Z,2018-05-01T00:00:00Z,,,1,16,2.0,1.0,2.0,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.27522335138729,45.1401877747445
K0410310,Le Lignon à Tence,K041031002,Le Lignon à Tence - Seuil levée Morin - Station débitmétrique,DEB,800231.0,6449798.0,26,4.275223351,45.140187775,,,,,43244,TENCE,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2021-05-26T00:00:00Z,2021-05-21T00:00:00Z,,,1,16,,,,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.27522335138729,45.1401877747445
K0433020,Le Lignon à Saint-Jeures,K043302010,Le Lignon à Saint-Jeures - Barrage de la Valette,LIMNI,795087.0,6450796.0,26,4.209982116,45.149901581,1.0,,750000.0,2.0,43199,SAINT-JEURES,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2021-05-26T00:00:00Z,2002-05-16T00:00:00Z,,,1,20,12.0,1.0,1.0,2002-05-16T00:00:00Z,2013-11-18T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.20998211645593,45.1499015806239
K0433030,Le Lignon à Grazac,K043303001,Le Lignon à Grazac - Barrage de la Chapelette,LIMNI,792610.0,6452737.0,26,4.178835744,45.167713914,1.0,,750000.0,2.0,43102,GRAZAC,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2021-05-26T00:00:00Z,2002-05-16T00:00:00Z,,,1,20,12.0,1.0,1.0,2002-05-16T00:00:00Z,2013-11-18T00:00:00Z,2018-03-15T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.17883574360167,45.1677139138611
K0436510,L'Auze à Araules,K043651001,L'Auze à Araules - Pont - Ancienne,LIMNI,792647.0,6443574.0,26,4.177567382,45.085214091,2.0,Station fermée car la représentativité de ses données par rapport au cours d'eau est pertubée par la présence d'un bief de dérivation au droit de la station.,984340.0,3.0,43007,ARAULES,43,84,AUVERGNE-RHONE-ALPES,K0436500,l'Auze,http://id.eaufrance.fr/CEA/K0436500,,2021-08-17T00:00:00Z,1998-06-01T00:00:00Z,2013-06-01T00:00:00Z,,1,20,2.0,1.0,1.0,1998-06-01T00:00:00Z,2017-11-23T00:00:00Z,2021-05-21T00:00:00Z,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.17756738228934,45.0852140911152
K0436511,Le Lignon à Yssingeaux [EDF - Versilhac-la-Valette - QNR],K043651101,Le Lignon à Yssingeaux [EDF - Versilhac-la-Valette - QNR],LIMNI,747515.0,2018339.0,5,4.211981288,45.149795413,,LES VALEURS PUBLIEES REPRESENTENT LES DEBITS NATURELS RECONSTITUES DU LIGNON VELLAVE AU BARRAGE DE LA VALETTE.(DEBITS OBTENUS PAR LA SOMME DES DEBITS TURBINES A VERSILHAC + DEVERSES ET VARIATIONS DE RESERVE DU BARRAGE DE LA VALETTE). POINT DE MESURE RATTACHE AU RESEAU DE MESURE HYDROMETRIQUE NATIONAL DE BASE. IMPORTANTE CRUE LE 21/09/1980 : DEBIT ESTIME A 1650 m3/s. Données produites par EDF-DTG.,,,43268,YSSINGEAUX,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2024-01-19T00:00:00Z,1926-01-01T00:00:00Z,,Attention: il s'agit d'un débit naturel reconstitué (QNR),1,16,,,,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.21198128777214,45.1497954127207
K0454010,La Dunières à Sainte-Sigolène,K045401001,La Dunières à Sainte-Sigolène - Vaubarlet,LIMNI,795338.0,6458003.0,26,4.21458613,45.214752216,1.0,,581000.0,2.0,43224,SAINTE-SIGOLENE,43,84,AUVERGNE-RHONE-ALPES,K0454000,la Dunières,http://id.eaufrance.fr/CEA/K0454000,,2021-05-26T00:00:00Z,1946-03-01T00:00:00Z,,,1,20,12.0,1.0,1.0,1947-01-01T00:00:00Z,2013-11-18T00:00:00Z,2020-08-28T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.21458613006699,45.2147522155728
K0454020,La Dunières à Dunières,K045402001,La Dunières à Dunières,LIMNI,804549.0,6458743.0,26,4.332070082,45.220077103,2.0,,737880.0,3.0,43087,DUNIERES,43,84,AUVERGNE-RHONE-ALPES,K0454000,la Dunières,http://id.eaufrance.fr/CEA/K0454000,,2023-07-13T00:00:00Z,1998-01-01T00:00:00Z,,,1,20,2.0,1.0,1.0,1998-01-01T00:00:00Z,2017-11-23T00:00:00Z,2021-05-26T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.33207008232808,45.2200771028054
K0463010,Le Lignon à Monistrol-sur-Loire [Pont de Lignon],K046301001,Le Lignon à Monistrol-sur-Loire [Pont de Lignon] - Station débitmétrique,DEB,790223.0,6462597.0,26,4.1502841,45.256802831,2.0,,,,43137,MONISTROL-SUR-LOIRE,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2022-02-01T00:00:00Z,2014-09-18T00:00:00Z,,,1,16,,1.0,2.0,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.15028410013955,45.2568028314607
K0463010,Le Lignon à Monistrol-sur-Loire [Pont de Lignon],K046301002,Le Lignon à Monistrol-sur-Loire [Pont de Lignon] - Station Limnimétrique,LIMNI,790223.0,6462597.0,26,4.1502841,45.256802831,0.0,,,,43137,MONISTROL-SUR-LOIRE,43,84,AUVERGNE-RHONE-ALPES,K04-0300,le Lignon,http://id.eaufrance.fr/CEA/K04-0300,,2022-02-01T00:00:00Z,2014-09-18T00:00:00Z,,,1,16,0.0,,,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.15028410013955,45.2568028314607
K0530001,L'Ance à Saint-Julien-d'Ance [Laprat - EDF],K053000101,L'Ance à Saint-Julien-d'Ance [Laprat - EDF],LIMNI,773629.0,6468157.0,26,3.939587127,45.308839922,0.0,LES VALEURS PUBLIEES REPRESENTENT LES DEBITS NATURELS DE L'ANCE DU NORD A LAPRAT. Données produites par EDF-DTG.,707.0,3.0,43201,SAINT-JULIEN-D'ANCE,43,84,AUVERGNE-RHONE-ALPES,K05-0300,l'Ance,http://id.eaufrance.fr/CEA/K05-0300,,2023-12-21T00:00:00Z,1948-01-01T00:00:00Z,,,1,16,,,,1948-01-01T00:00:00Z,2019-11-25T00:00:00Z,2023-12-21T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.93958712696713,45.3088399224918
K0530001,L'Ance à Saint-Julien-d'Ance [Laprat - EDF],K053000102,L'Ance à Saint-Julien-d'Ance [Laprat - EDF],DEB,773629.0,6468157.0,26,3.939587127,45.308839922,,"Les valeurs publiées représentent les débits naturels de l'Ance du Nord à Laprat. Station exploitée par EDF-DTG Il s'agit d'une station standard à relation hauteur-débit. Le type de station débitmétrique est choisi afin de pouvoir importer d'une part, des hauteurs d'eau et d'autre part, des débits calculés préalablement dans les outils EDF sans avoir à gérer de courbes de tarage dans Hydroportail.",,,43201,SAINT-JULIEN-D'ANCE,43,84,AUVERGNE-RHONE-ALPES,K05-0300,l'Ance,http://id.eaufrance.fr/CEA/K05-0300,,2023-12-21T00:00:00Z,1948-01-01T00:00:00Z,,,1,16,,,,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.93958712696713,45.3088399224918
K0543010,L'Ance à Beauzac,K054301001,L'Ance à Beauzac - Bérard,LIMNI,784770.0,6464677.0,26,4.081133953,45.276223701,,,,,43025,BEAUZAC,43,84,AUVERGNE-RHONE-ALPES,K05-0300,l'Ance,http://id.eaufrance.fr/CEA/K05-0300,,2021-08-17T00:00:00Z,2013-10-29T00:00:00Z,,,1,16,,1.0,2.0,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.08113395347358,45.2762237011914
K0543010,L'Ance à Beauzac,K054301002,L'Ance à Beauzac - Station débitmétrique,DEB,784770.0,6464677.0,26,4.081133953,45.276223701,,,,,43025,BEAUZAC,43,84,AUVERGNE-RHONE-ALPES,K05-0300,l'Ance,http://id.eaufrance.fr/CEA/K05-0300,,2021-05-26T00:00:00Z,2021-05-21T00:00:00Z,,,1,16,,,,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.08113395347358,45.2762237011914
K0550010,La Loire à Bas-en-Basset,K055001010,La Loire à Bas-en-Basset,LIMNI,787630.0,6466828.0,26,4.117993226,45.295231598,3.0,,442000.0,3.0,43020,BAS-EN-BASSET,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-12-14T00:00:00Z,1918-01-01T00:00:00Z,,Influencé par la gestion du barrage de Lavalette.,1,20,12.0,1.0,1.0,1918-01-01T00:00:00Z,2021-05-26T00:00:00Z,2021-12-14T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.11799322600516,45.2952315977349
K0550010,La Loire à Bas-en-Basset,K055001011,La Loire à Bas-en-Basset - Station débitmétrique,DEB,787630.0,6466828.0,26,4.117993226,45.295231598,,,,,43020,BAS-EN-BASSET,43,84,AUVERGNE-RHONE-ALPES,----0000,la Loire,http://id.eaufrance.fr/CEA/----0000,,2021-05-26T00:00:00Z,2021-05-21T00:00:00Z,,,1,16,,,,,,,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.11799322600516,45.2952315977349
K0567520,La Semène à Saint-Didier-en-Velay,K056752001,La Semène à Saint-Didier-en-Velay - Le Crouzet,LIMNI,797911.0,6469124.0,26,4.249602144,45.314515547,1.0,1963 à 1971 ? station gérée par le service technique de l'énergie électrique et des grands barrages - 4° circonscription électrique -Direction du gaz et de l'électricité à Limoges. Puis elle a été gérée par la DIREN/DREAL Centre Val de Loire.,643240.0,3.0,43177,SAINT-DIDIER-EN-VELAY,43,84,AUVERGNE-RHONE-ALPES,K0567700,la Semène,http://id.eaufrance.fr/CEA/K0567700,,2023-10-20T00:00:00Z,1963-01-01T00:00:00Z,,,1,20,12.0,1.0,1.0,1963-01-01T00:00:00Z,2017-11-23T00:00:00Z,2018-08-09T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.24960214407829,45.3145155472311
K2090810,L'Allier à Saint-Haon,K209081001,L'Allier à Saint-Haon - Le Nouveau Monde,LIMNI,758746.0,6415801.0,26,3.743386623,44.838886182,2.0,,733323.0,3.0,43192,SAINT-HAON,43,84,AUVERGNE-RHONE-ALPES,K---0080,l'Allier,http://id.eaufrance.fr/CEA/K---0080,,2023-06-16T00:00:00Z,1981-10-14T00:00:00Z,,"Attention pb capteur, pas de crue en cours.",1,20,12.0,1.0,1.0,2009-10-13T00:00:00Z,2019-08-20T00:00:00Z,2019-08-20T00:00:00Z,HAUTE-LOIRE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.74338662305232,44.8388861815522
K2210830,L'Allier à Alleyras,K221083001,L'Allier à Alleyras - Barrage de Poutès entrant - Ancienne,DEB,753078.0,6427774.0,26,3.672957187,44.947137958,,,,,43005,ALLEYRAS,43,84,AUVERGNE-RHONE-ALPES,K---0080,l'Allier,http://id.eaufrance.fr/CEA/K---0080,,2021-11-03T00:00:00Z,1997-01-01T00:00:00Z,2021-05-21T00:00:00Z,,1,16,,1.0,0.0,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.67295718671019,44.9471379577512
K2210840,L'Allier à Monistrol-d'Allier,K221084001,L'Allier à Monistrol-d'Allier - Barrage de Poutès sortant - Ancienne,DEB,753078.0,6427774.0,26,3.672957187,44.947137958,,,,,43136,MONISTROL-D'ALLIER,43,84,AUVERGNE-RHONE-ALPES,K---0080,l'Allier,http://id.eaufrance.fr/CEA/K---0080,,2021-11-03T00:00:00Z,1997-01-01T00:00:00Z,2021-05-21T00:00:00Z,,1,16,,1.0,0.0,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.67295718671019,44.9471379577512
K2210841,L'Allier à Alleyras,K221084101,L'Allier à Alleyras - Ancienne,LIMNI,753078.0,6427774.0,26,3.672957187,44.947137958,,,,,43005,ALLEYRAS,43,84,AUVERGNE-RHONE-ALPES,K---0080,l'Allier,http://id.eaufrance.fr/CEA/K---0080,,2021-11-03T00:00:00Z,1997-01-01T00:00:00Z,2021-05-21T00:00:00Z,,1,16,,,,,,,HAUTE-LOIRE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.67295718671019,44.9471379577512
